id,fake,real
TEST_00000,0.6715070465686344,0.32849296648055315
TEST_00001,0.22700686965593678,0.7729931262632211
TEST_00002,0.278144563047681,0.7218554332852364
TEST_00003,0.01185199861198877,0.9881480018297832
TEST_00004,0.05123468983607988,0.9487653056780497
TEST_00005,0.0006575806058977564,0.999342409769694
TEST_00006,0.2001450666946766,0.7998549302419026
TEST_00007,0.0007683012526224312,0.9992317001024883
TEST_00008,0.002660684872104587,0.9973393201828001
TEST_00009,0.03897338583480592,0.9610266129175823
TEST_00010,0.9718818505605062,0.028118162687072373
TEST_00011,0.8528445482254027,0.1471554437756519
TEST_00012,2.1919695583388056e-05,0.9999780734380086
TEST_00013,0.20127897813605766,0.798721029361089
TEST_00014,0.9800994277000429,0.019900579237505173
TEST_00015,0.03687770869854224,0.9631222923596701
TEST_00016,0.01937132271404683,0.9806286573410034
TEST_00017,0.3942866210631715,0.6057133849593205
TEST_00018,1.0122115252803173e-06,0.9999989986419678
TEST_00019,0.4259208031153927,0.5740792045990627
TEST_00020,0.015759178271074842,0.9842408299446106
TEST_00021,0.16054041469603056,0.8394595995545387
TEST_00022,0.484884857867534,0.5151151283226985
TEST_00023,0.7888495216766994,0.21115046869575357
TEST_00024,0.2610596460115024,0.7389403561751048
TEST_00025,0.8980553070704143,0.10194470927429695
TEST_00026,0.7373390148083369,0.2626610020796458
TEST_00027,0.27061985463436333,0.7293801301469406
TEST_00028,0.8943844874699911,0.10561551015040703
TEST_00029,0.919082619746526,0.08091738868394598
TEST_00030,0.21288695649958148,0.7871130386988322
TEST_00031,0.379987920448184,0.6200120786825816
TEST_00032,0.9993080139160156,0.0006919929065475116
TEST_00033,0.004122262451543671,0.9958777387936909
TEST_00034,0.004700874362361436,0.9952991247177124
TEST_00035,0.01763306273255433,0.982366939385732
TEST_00036,0.2880442692415681,0.711955724094878
TEST_00037,0.11445101901317685,0.8855489830176037
TEST_00038,0.2542215352104904,0.7457784682512282
TEST_00039,0.9590574701627096,0.04094253761116609
TEST_00040,0.460786585478733,0.539213407256951
TEST_00041,0.10201152617869409,0.8979884882767996
TEST_00042,0.06286674332926244,0.937133264541626
TEST_00043,0.0040838888574447445,0.9959161281585693
TEST_00044,0.9352034012476604,0.06479658926740134
TEST_00045,0.056164873874755966,0.9438351134459176
TEST_00046,0.00018061165835068965,0.9998193820317587
TEST_00047,0.00638575451351547,0.9936142444610595
TEST_00048,0.06513701275556134,0.9348629876971245
TEST_00049,3.9695628636602734e-07,0.9999996105829875
TEST_00050,0.2558020414197169,0.7441979510088762
TEST_00051,0.042755891134341556,0.9572441140810648
TEST_00052,0.02431175958890333,0.9756882508595784
TEST_00053,0.9739381512006124,0.026061858531223458
TEST_00054,0.777580040344037,0.22241996857725707
TEST_00055,0.7566229592698316,0.24337703365946103
TEST_00056,0.9672433574994406,0.03275663844445565
TEST_00057,0.00018765812710636414,0.9998123486836752
TEST_00058,0.5935822981720169,0.4064177123618265
TEST_00059,0.4206292763724074,0.5793707206263207
TEST_00060,0.00016936485776189631,0.9998306314150492
TEST_00061,0.004977580179831875,0.9950224200884502
TEST_00062,0.0013795600949326452,0.9986204226811726
TEST_00063,0.25997586630237496,0.7400241322815418
