id,fake,real
TEST_00000,0.4871921411880583,0
TEST_00001,0.49566201370284696,0
TEST_00002,0.49557500539053584,0
TEST_00003,0.51185090651304,0
TEST_00004,0.5135875289217171,0
TEST_00005,0.5388972773508697,0
TEST_00006,0.4900752637632205,0
TEST_00007,0.5338920625843254,0
TEST_00008,0.5353852062141997,0
TEST_00009,0.4875511796887972,0
TEST_00010,0.4974959653024913,0
TEST_00011,0.4937792977745155,0
TEST_00012,0.5331401098476108,0
TEST_00013,0.4989325405262892,0
TEST_00014,0.5002608732780933,0
TEST_00015,0.5093853526201512,0
TEST_00016,0.5332172578201284,0
TEST_00017,0.5000042900708778,0
TEST_00018,0.5287589460925158,0
TEST_00019,0.5008774273239447,0
TEST_00020,0.5257413004659631,0
TEST_00021,0.5144997523242351,0
TEST_00022,0.49255861712854987,0
TEST_00023,0.5063440993394144,0
TEST_00024,0.511582498067469,0
TEST_00025,0.4865984591905744,0
TEST_00026,0.4957062111890877,0
TEST_00027,0.5189189820782601,0
TEST_00028,0.4972414865239497,0
TEST_00029,0.4895074931618898,0
TEST_00030,0.4889614250296194,0
TEST_00031,0.49412327544838147,0
TEST_00032,0.46413384639265143,0
TEST_00033,0.5373926523233887,0
TEST_00034,0.5295645516686097,0
TEST_00035,0.5057701987091444,0
TEST_00036,0.5027845433457991,0
TEST_00037,0.48019421512458194,0
TEST_00038,0.5162912331114846,0
TEST_00039,0.49886353626004565,0
TEST_00040,0.48861487919110974,0
TEST_00041,0.5209174411242458,0
TEST_00042,0.5015352832263098,0
TEST_00043,0.5416204193044761,0
TEST_00044,0.49565332296415376,0
TEST_00045,0.5000344139054609,0
TEST_00046,0.5022079737841094,0
TEST_00047,0.4997960123523679,0
TEST_00048,0.5065472266754666,0
TEST_00049,0.5497169398230617,0
TEST_00050,0.49404998242670534,0
TEST_00051,0.5091027147285311,0
TEST_00052,0.49977876623708417,0
TEST_00053,0.4912032885882022,0
TEST_00054,0.4816390651025273,0
TEST_00055,0.49794858216294197,0
TEST_00056,0.48638174414151986,0
TEST_00057,0.5157123238170588,0
TEST_00058,0.48809684177896073,0
TEST_00059,0.5184907266896024,0
TEST_00060,0.518785932381295,0
TEST_00061,0.515165940854174,0
TEST_00062,0.5179422061086718,0
TEST_00063,0.5200009274696421,0
TEST_00064,0.5033195003659291,0
TEST_00065,0.5382849608641584,0
TEST_00066,0.5290326058773828,0
TEST_00067,0.506534803959365,0
TEST_00068,0.5024610529548411,0
TEST_00069,0.4756058083509923,0
TEST_00070,0.4824935313293892,0
TEST_00071,0.5065505827290239,0
TEST_00072,0.5149883119611184,0
TEST_00073,0.5382868056350976,0
TEST_00074,0.4746075442765627,0
TEST_00075,0.4873871832026648,0
TEST_00076,0.48919339728111944,0
TEST_00077,0.5080112186568337,0
TEST_00078,0.5412181549416449,0
TEST_00079,0.4949903362545676,0
TEST_00080,0.5052501564471291,0
TEST_00081,0.48941301937580173,0
TEST_00082,0.5259482639038242,0
TEST_00083,0.5073697739574634,0
TEST_00084,0.4953865542626887,0
TEST_00085,0.5124775479754359,0
TEST_00086,0.5208329857392455,0
TEST_00087,0.49557500539053584,0
TEST_00088,0.5006169777394044,0
TEST_00089,0.5097248526045753,0
TEST_00090,0.49853204955491953,0
TEST_00091,0.5012030113440817,0
TEST_00092,0.511080353438619,0
TEST_00093,0.5197093813338246,0
TEST_00094,0.5271463438861145,0
TEST_00095,0.4871921411880583,0
TEST_00096,0.5332480879064149,0
TEST_00097,0.5109702967571299,0
TEST_00098,0.4635289025418902,0
TEST_00099,0.5073588143078904,0
TEST_00100,0.5000344139054609,0
TEST_00101,0.50465813093356,0
TEST_00102,0.5162872067163281,0
TEST_00103,0.4894971131247396,0
TEST_00104,0.4969080422799206,0
TEST_00105,0.512996214556275,0
TEST_00106,0.4501753389623438,0
TEST_00107,0.5195100448669935,0
TEST_00108,0.5216052914572988,0
TEST_00109,0.5098627694895115,0
TEST_00110,0.4915139007498369,0
TEST_00111,0.5225430932290366,0
TEST_00112,0.4857715652833364,0
TEST_00113,0.502139056649046,0
TEST_00114,0.4940253116873467,0
TEST_00115,0.4975317070488071,0
TEST_00116,0.530348338817791,0
TEST_00117,0.4912032885882022,0
TEST_00118,0.4898985010058597,0
TEST_00119,0.535735430500346,0
TEST_00120,0.5118678237633899,0
TEST_00121,0.510056988520285,0
TEST_00122,0.5162357928027793,0
TEST_00123,0.48941301937580173,0
TEST_00124,0.5325254840859626,0
TEST_00125,0.4895944701541887,0
TEST_00126,0.5466202898215174,0
TEST_00127,0.4847302032000779,0
TEST_00128,0.49299741982708867,0
TEST_00129,0.49853799340756355,0
TEST_00130,0.49449124816192414,0
TEST_00131,0.5114217750014881,0
TEST_00132,0.5036382795071696,0
TEST_00133,0.5123424831964961,0
TEST_00134,0.4981535441478913,0
TEST_00135,0.4865544692165965,0
TEST_00136,0.5011431221775545,0
TEST_00137,0.5335324771023363,0
TEST_00138,0.5282679155904868,0
TEST_00139,0.501626715579732,0
TEST_00140,0.4910022174999795,0
TEST_00141,0.5275865823748249,0
TEST_00142,0.5101336691788906,0
TEST_00143,0.48652261731062507,0
TEST_00144,0.5193911727625231,0
TEST_00145,0.48085771115914433,0
TEST_00146,0.5011107397557304,0
TEST_00147,0.527495836845719,0
TEST_00148,0.5008530667256113,0
TEST_00149,0.5132910461903193,0
TEST_00150,0.503295900905379,0
TEST_00151,0.4731612167702118,0
TEST_00152,0.50861686840399,0
TEST_00153,0.5002880484144195,0
TEST_00154,0.4723931552251329,0
TEST_00155,0.49731933249991916,0
TEST_00156,0.4871921411880583,0
TEST_00157,0.5083654438460565,0
TEST_00158,0.4868757039123022,0
TEST_00159,0.5287837978820359,0
TEST_00160,0.5151602972032373,0
TEST_00161,0.5256283081978866,0
TEST_00162,0.5044774310113216,0
TEST_00163,0.5360995620766859,0
TEST_00164,0.49729831879783315,0
TEST_00165,0.5110673712490078,0
TEST_00166,0.4912032885882022,0
TEST_00167,0.46859856457843047,0
TEST_00168,0.5297809800590354,0
TEST_00169,0.5192085518875691,0
TEST_00170,0.538556520454489,0
TEST_00171,0.5002608732780933,0
TEST_00172,0.4720737086743123,0
TEST_00173,0.4955288501545929,0
TEST_00174,0.5003912252778686,0
TEST_00175,0.505200649914401,0
TEST_00176,0.49546724065932723,0
TEST_00177,0.48871825302697247,0
TEST_00178,0.49991824061441886,0
TEST_00179,0.49886353626004565,0
TEST_00180,0.48697322747658695,0
TEST_00181,0.5181805043354645,0
TEST_00182,0.5244206119435842,0
TEST_00183,0.4804862551432057,0
TEST_00184,0.4645189014306965,0
TEST_00185,0.517206738088548,0
TEST_00186,0.4950015955476683,0
TEST_00187,0.49341494387373697,0
TEST_00188,0.5147353111093637,0
TEST_00189,0.5277444318556106,0
TEST_00190,0.5037209833999072,0
TEST_00191,0.4996147586241188,0
TEST_00192,0.49669597670031307,0
TEST_00193,0.4972732523500661,0
TEST_00194,0.5074501558968469,0
TEST_00195,0.5104527381855439,0
TEST_00196,0.49299741982708867,0
TEST_00197,0.5095198730202858,0
TEST_00198,0.4886853340030311,0
